SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus,Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_941165,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Twortvirinae,NA,Kayvirus,NA,NA,Kayvirus G1,0.9983,
ICTVTaxoChallenge_941185,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skunavirus,NA,NA,Skunavirus P680,0.9844,
ICTVTaxoChallenge_941228,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceduovirus,NA,NA,Ceduovirus PCS1,1,
ICTVTaxoChallenge_941856,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hollowayvirus,NA,NA,Hollowayvirus H66,0.9917,
ICTVTaxoChallenge_942077,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skunavirus,NA,NA,Skunavirus sv42,0.9893,
ICTVTaxoChallenge_94244,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fernvirus,NA,NA,Fernvirus PBL1c,0.9789,
ICTVTaxoChallenge_942592,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uwajimavirus,NA,NA,Uwajimavirus PLgW1,0.9925,
ICTVTaxoChallenge_942808,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Aliceevansviridae,NA,NA,NA,Moineauvirus,NA,NA,Moineauvirus mv7201,0.9939,
ICTVTaxoChallenge_942880,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Guelinviridae,NA,NA,NA,Susfortunavirus,NA,NA,Susfortunavirus susfortuna,1,
ICTVTaxoChallenge_943466,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,NA,NA,Tybeckvirus,NA,NA,Tybeckvirus tv521B,0.9942,
ICTVTaxoChallenge_943722,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homburgvirus,NA,NA,Homburgvirus LP114,0.9971,
ICTVTaxoChallenge_943950,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,Tempevirinae,NA,Hanrivervirus,NA,NA,Hanrivervirus grams,0.9923,
ICTVTaxoChallenge_944114,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Intestiviridae,NA,Obtuvirinae,NA,Fohxhuevirus,NA,NA,Fohxhuevirus gastrointestinalis,0.9875,
ICTVTaxoChallenge_944226,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Kirjokansivirales,NA,NA,NA,Haloferuviridae,NA,NA,NA,Dpdavirus,NA,NA,Dpdavirus caudatum,1,
ICTVTaxoChallenge_944231,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,NA,NA,Pradovirus,NA,NA,Pradovirus XAJ24,0.9953,
ICTVTaxoChallenge_944535,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahexavirus,NA,NA,Pahexavirus PHL112N00,0.9882,
ICTVTaxoChallenge_944622,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahexavirus,NA,NA,Pahexavirus kubed,0.9911,
ICTVTaxoChallenge_944751,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slashvirus,NA,NA,Slashvirus stahl,1,
ICTVTaxoChallenge_944828,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Tequatrovirus,NA,NA,Tequatrovirus slur02,0.9838,
ICTVTaxoChallenge_94516,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,Erskinevirinae,NA,Yonginvirus,NA,NA,Yonginvirus EaP8,0.9947,
ICTVTaxoChallenge_94605,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samunavirus,NA,NA,Samunavirus SM1,0.9905,
ICTVTaxoChallenge_946166,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahexavirus,NA,NA,Pahexavirus SKKY,0.9918,
ICTVTaxoChallenge_946378,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Cheoctovirus bubbles123,0.9894,
ICTVTaxoChallenge_946571,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hendrixvirinae,NA,Yautsimvirus,NA,NA,Yautsimvirus HK140,0.9867,
ICTVTaxoChallenge_946599,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Pachyviridae,NA,NA,NA,Bacelvirus,NA,NA,Bacelvirus phi46tres,0.995,
ICTVTaxoChallenge_946785,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceeclamvirinae,NA,Bixzunavirus,NA,NA,Bixzunavirus nappy,0.9962,
ICTVTaxoChallenge_946844,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Chimalliviridae,NA,Gorgonvirinae,NA,Aphroditevirus,NA,NA,Aphroditevirus av2TSL2019,0.9951,
ICTVTaxoChallenge_947048,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Salasmaviridae,NA,Northropvirinae,NA,Claudivirus,NA,NA,Claudivirus thornton,1,
ICTVTaxoChallenge_948873,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vedamuthuvirus,NA,NA,Vedamuthuvirus vv50902,0.9946,
ICTVTaxoChallenge_949808,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus CBA120,0.9912,
ICTVTaxoChallenge_949825,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronfenbrennervirinae,NA,Peeveelvirus,NA,NA,Peeveelvirus CN125,0.9789,
ICTVTaxoChallenge_950098,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Langleyhallvirinae,NA,Getalongvirus,NA,NA,Getalongvirus getalong,0.9799,
ICTVTaxoChallenge_950439,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Teseptimavirus,NA,NA,Teseptimavirus HZ2R8,0.9943,
ICTVTaxoChallenge_95063,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,Tempevirinae,NA,Hanrivervirus,NA,NA,Hanrivervirus aaroes,0.9826,
ICTVTaxoChallenge_950652,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Demerecviridae,NA,Markadamsvirinae,NA,Epseptimavirus,NA,NA,Epseptimavirus 100268sal2,0.9955,
ICTVTaxoChallenge_951134,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Chimalliviridae,NA,NA,NA,Agricanvirus,NA,NA,Agricanvirus deimos,0.9944,
ICTVTaxoChallenge_951307,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andromedavirus,NA,NA,Andromedavirus riggi,0.9775,
ICTVTaxoChallenge_951705,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montyvirus,NA,NA,Montyvirus adgers,0.9967,
ICTVTaxoChallenge_951880,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lacnuvirus,NA,NA,Lacnuvirus LcNu,0.9775,
ICTVTaxoChallenge_951916,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Dhakavirus,NA,NA,Dhakavirus anyang,0.9837,
ICTVTaxoChallenge_952182,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fromanvirus,NA,NA,Fromanvirus rebeuca,0.9928,
ICTVTaxoChallenge_952290,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korravirus,NA,NA,Korravirus pumancara,0.9941,
ICTVTaxoChallenge_952472,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Bastillevirinae,NA,Eldridgevirus,NA,NA,Eldridgevirus eldridge,0.9959,
ICTVTaxoChallenge_952570,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skunavirus,NA,NA,Skunavirus CB13,0.9889,
ICTVTaxoChallenge_952732,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psavirus,NA,NA,Psavirus LP302,0.9854,
ICTVTaxoChallenge_952738,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Aliceevansviridae,NA,NA,NA,Moineauvirus,NA,NA,Moineauvirus Abc2,0.9888,
ICTVTaxoChallenge_952774,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lomovskayavirus,NA,NA,Lomovskayavirus C31,0.9933,
ICTVTaxoChallenge_953399,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Efquatrovirus,NA,NA,Efquatrovirus PMBT2,0.9948,
ICTVTaxoChallenge_953489,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Vilmaviridae,NA,NA,NA,Wildcatvirus,NA,NA,Mycobacterium virus Wildcat,0.9977,
ICTVTaxoChallenge_953583,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azeredovirinae,NA,Dubowvirus,NA,NA,Dubowvirus SP5,0.9768,
ICTVTaxoChallenge_953662,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Kayfunavirus,NA,NA,Kayfunavirus Dev2,1,
ICTVTaxoChallenge_953684,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Gelderlandvirus,NA,NA,Gelderlandvirus stml198,0.9955,
ICTVTaxoChallenge_953733,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aurunvirus,NA,NA,Aurunvirus STIM5,0.9883,
ICTVTaxoChallenge_953840,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,NA,NA,Fussvirus,NA,NA,Fussvirus S30C28,0.9968,
ICTVTaxoChallenge_954293,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fromanvirus,NA,NA,Fromanvirus packman,0.991,
ICTVTaxoChallenge_954378,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guernseyvirinae,NA,Kagunavirus,NA,NA,Kagunavirus K1G,0.9939,
ICTVTaxoChallenge_954717,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Rountreeviridae,NA,Sarlesvirinae,NA,Minhovirus,NA,NA,Minhovirus zip,0.9982,
ICTVTaxoChallenge_954808,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korravirus,NA,NA,Korravirus kittykat,0.9959,
ICTVTaxoChallenge_955212,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulverervirus,NA,NA,Pulverervirus PFR1,0.9956,
ICTVTaxoChallenge_95536,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Salasmaviridae,NA,Northropvirinae,NA,Hemphillvirus,NA,NA,Hemphillvirus DK1,0.975,
ICTVTaxoChallenge_955609,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Mesyanzhinovviridae,NA,Rabinowitzvirinae,NA,Yuavirus,NA,NA,Pseudomonas virus LKO4,0.9961,
ICTVTaxoChallenge_955746,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,Tempevirinae,NA,Warwickvirus,NA,NA,Warwickvirus tonnikala,0.996,
ICTVTaxoChallenge_956130,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Beijerinckvirinae,NA,Pettyvirus,NA,NA,Pettyvirus petty,1,
ICTVTaxoChallenge_956471,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Chaseviridae,NA,Cleopatravirinae,NA,Sabourvirus,NA,NA,Sabourvirus sv4HA13,0.9992,
ICTVTaxoChallenge_956655,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Molineuxvirinae,NA,Axomammavirus,NA,NA,Axomammavirus PP1,1,
ICTVTaxoChallenge_95678,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapvirus,NA,NA,Mapvirus Ff47,0.9905,
ICTVTaxoChallenge_956854,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Thumleimavirales,NA,NA,NA,Halomagnusviridae,NA,NA,NA,Hagravirus,NA,NA,Hagravirus capitaneum,0.9939,
ICTVTaxoChallenge_957104,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Svunavirus,NA,NA,Svunavirus sv1,0.9973,
ICTVTaxoChallenge_957238,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,Tunavirinae,NA,Tunavirus,NA,NA,Tunavirus Sfin1,0.9976,
ICTVTaxoChallenge_957821,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indlulamithivirus,NA,NA,Indlulamithivirus indlulamithi,0.9911,
ICTVTaxoChallenge_958113,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lahexavirus,NA,NA,Lahexavirus LAh6,0.9989,
ICTVTaxoChallenge_958183,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceduovirus,NA,NA,Ceduovirus M5938,1,
ICTVTaxoChallenge_958637,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benedictvirus,NA,NA,Benedictvirus zolita,1,
ICTVTaxoChallenge_958715,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triavirus,NA,NA,Triavirus SAP11,1,
ICTVTaxoChallenge_958792,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chenonavirus,NA,NA,Chenonavirus Che9c,0.9892,
ICTVTaxoChallenge_958882,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Chimalliviridae,NA,NA,NA,Agricanvirus,NA,NA,Agricanvirus specialG,0.9946,
ICTVTaxoChallenge_959030,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ayohtrevirus,NA,NA,Ayohtrevirus abba,0.9944,
ICTVTaxoChallenge_959169,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jameshumphriesvirinae,NA,Sircambvirus,NA,NA,Sircambvirus KpV52,0.9755,
ICTVTaxoChallenge_706857,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,NA,NA,Huelvavirus,NA,NA,Huelvavirus ort11,0.9997,
ICTVTaxoChallenge_707186,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weiservirinae,NA,Fionnbharthvirus,NA,NA,Fionnbharthvirus henu3,0.9995,
ICTVTaxoChallenge_707228,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,Migulavirinae,NA,Litunavirus,NA,NA,Litunavirus Ab09,0.9975,
ICTVTaxoChallenge_707245,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arquatrovirinae,NA,Omarvirus,NA,NA,Omarvirus tefunt,1,
ICTVTaxoChallenge_707253,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Teseptimavirus,NA,NA,Teseptimavirus tv3A8767,0.9904,
ICTVTaxoChallenge_707349,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Tequatrovirus,NA,NA,Tequatrovirus RB14,0.9868,
ICTVTaxoChallenge_707749,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dolichocephalovirinae,NA,Poindextervirus,NA,NA,Poindextervirus rogue,0.9982,
ICTVTaxoChallenge_708023,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bclasvirinae,NA,Imvubuvirus,NA,NA,Imvubuvirus imvubu,0.9976,
ICTVTaxoChallenge_708093,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus SE14,0.9925,
ICTVTaxoChallenge_708882,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minunavirus,NA,NA,Minunavirus Min1,0.9846,
ICTVTaxoChallenge_709121,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Peduoviridae,NA,NA,NA,Novemvirus,NA,NA,Novemvirus T5282H,0.9951,
ICTVTaxoChallenge_709147,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alexandravirus,NA,NA,Alexandravirus AD1,0.9954,
ICTVTaxoChallenge_709756,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Tequatrovirus,NA,NA,Tequatrovirus pyps2t,0.9852,
ICTVTaxoChallenge_709967,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skarprettervirus,NA,NA,Skarprettervirus skarpretter,0.9739,
ICTVTaxoChallenge_710032,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barbavirus,NA,NA,Barbavirus barba18A,0.9908,
