SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus (-virus),Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_19830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corndogvirus corndog,0.9982
ICTVTaxoChallenge_198806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlievirus Philonius,0.9808
ICTVTaxoChallenge_199186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus DRBy19,0.9811
ICTVTaxoChallenge_199364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordonia virus Lennon,0.9914
ICTVTaxoChallenge_199464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schizotequatrovirus vh7d,0.9934
ICTVTaxoChallenge_199493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kleczkowskavirus RHEph4,0.9893
ICTVTaxoChallenge_199653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taipeivirus KpS110,0.9889
ICTVTaxoChallenge_199862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnievirus pinnie,0.9948
ICTVTaxoChallenge_200353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bracchivirus U2F1,0.998
ICTVTaxoChallenge_200424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahndsivirus rarus,0.9988
ICTVTaxoChallenge_200616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeceytrevirus yecey3,0.9989
ICTVTaxoChallenge_201049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bixzunavirus cane17,0.9925
ICTVTaxoChallenge_201091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helsettvirus fPS9,1
ICTVTaxoChallenge_201262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus LP0209,0.9859
ICTVTaxoChallenge_20156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunavirus SH6,0.9953
ICTVTaxoChallenge_201649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus mrgordo,0.9824
ICTVTaxoChallenge_201919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9995
ICTVTaxoChallenge_201920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friunavirus AS12,1
ICTVTaxoChallenge_201962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amoyvirus R7M,0.9991
ICTVTaxoChallenge_202197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerosvirus av25AhydR2PP,1
ICTVTaxoChallenge_202328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogunavirus KP26,0.9918
ICTVTaxoChallenge_202639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosebushvirus TA17a,0.9969
ICTVTaxoChallenge_202981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attoomivirus attoomi,0.992
ICTVTaxoChallenge_202986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gediminasvirus AchV4,0.9922
ICTVTaxoChallenge_203376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inhavirus P12024S,0.9987
ICTVTaxoChallenge_20398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cronosvirus DevCD23823,1
ICTVTaxoChallenge_204239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus shfml26,0.9973
ICTVTaxoChallenge_204330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhakavirus ime08,0.9887
ICTVTaxoChallenge_204644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busanvirus ACP17,0.9908
ICTVTaxoChallenge_204726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leicestervirus CD111,0.989
ICTVTaxoChallenge_204748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coetzeevirus cIP1,0.9972
ICTVTaxoChallenge_204893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus solon,0.9925
ICTVTaxoChallenge_205326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aokuangvirus SCBWM1,0.9955
ICTVTaxoChallenge_205518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metamorphoovirus fireman,0.9827
ICTVTaxoChallenge_206154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegunavirus oline,0.9944
ICTVTaxoChallenge_20648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luzseptimavirus LUZ7,0.9967
ICTVTaxoChallenge_206836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moineauvirus DT1,0.9875
ICTVTaxoChallenge_207050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhillonvirus SO1,0.9913
ICTVTaxoChallenge_207242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatrivirus HATV3,0.9812
ICTVTaxoChallenge_207325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxrubnervirus PMBT3,0.9794
ICTVTaxoChallenge_207848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus gee9062,0.9883
ICTVTaxoChallenge_207856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus JoeDirt,0.9905
ICTVTaxoChallenge_208008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samistivirus jay2jay,0.993
ICTVTaxoChallenge_208576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yosifvirus yosif,0.9918
ICTVTaxoChallenge_208641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eracentumvirus S2,1
ICTVTaxoChallenge_208982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilbeanievirus lilbeanie,0.9898
ICTVTaxoChallenge_209063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cimandefvirus eline,0.9913
ICTVTaxoChallenge_209403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubowvirus baqsau1,0.9983
ICTVTaxoChallenge_209840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizardvirus barb,0.9889
ICTVTaxoChallenge_210026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizardvirus kimmyK,0.9898
ICTVTaxoChallenge_210406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menderavirus mendera,0.9939
ICTVTaxoChallenge_210956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jahgtovirus intestinalis,0.999
ICTVTaxoChallenge_211074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harbinvirus iacchus,0.9969
ICTVTaxoChallenge_211244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piedvirus IMEDE1,0.9973
ICTVTaxoChallenge_212298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wifcevirus ECML117,0.9781
ICTVTaxoChallenge_212357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citrobacter virus CrRp3,0.9886
ICTVTaxoChallenge_213115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus bIBB5g1,1
ICTVTaxoChallenge_214072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus KP32i194,1
ICTVTaxoChallenge_214132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus LSA2366,1
ICTVTaxoChallenge_214851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus Mutaforma13,0.9856
ICTVTaxoChallenge_214911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friunavirus AS11,1
ICTVTaxoChallenge_21506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanhaivirus D5C,0.9897
ICTVTaxoChallenge_215153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borockvirus brock,0.9931
ICTVTaxoChallenge_215216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinavirus dina,0.9835
ICTVTaxoChallenge_215354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klebsiella virus ZCKP1,0.9977
ICTVTaxoChallenge_215428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terapinvirus suzy,0.9865
ICTVTaxoChallenge_215459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodruffvirus TP1604,0.9808
ICTVTaxoChallenge_21622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus M1127,0.9909
ICTVTaxoChallenge_216345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triavirus st78,0.9808
ICTVTaxoChallenge_216449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicoquintavirus Pvco5,0.9842
ICTVTaxoChallenge_216578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lessievirus bcep22,0.984
ICTVTaxoChallenge_216850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lavrentievavirus PM87,1
ICTVTaxoChallenge_216988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus SeB,0.9939
ICTVTaxoChallenge_879813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santafevirus sf40AC,0.991
ICTVTaxoChallenge_879903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montyvirus sombrero,1
ICTVTaxoChallenge_879905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus segescirculi,0.9988
ICTVTaxoChallenge_880007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus jm3,0.9851
ICTVTaxoChallenge_88002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kablunavirus buggaboo,0.9917
ICTVTaxoChallenge_880159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cacepaovirus simiae,0.9864
ICTVTaxoChallenge_880183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielevirus phiO18P,0.9711
ICTVTaxoChallenge_88040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltimorevirus DFL12,0.9967
ICTVTaxoChallenge_880651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pokrovskaiavirus fHeYen301,1
ICTVTaxoChallenge_881151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus LP8511,0.9846
ICTVTaxoChallenge_881393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takahashivirus PBS1,0.9981
ICTVTaxoChallenge_882696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sessunavirus SESS1,0.9821
ICTVTaxoChallenge_883221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keshuvirus hurricane,0.9806
ICTVTaxoChallenge_88372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus GG32,0.9946
ICTVTaxoChallenge_883738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raleighvirus raleigh,0.9906
ICTVTaxoChallenge_883827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phapecoctavirus Mt1B1P17,0.9917
ICTVTaxoChallenge_884052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predatorvirus predator,0.9918
ICTVTaxoChallenge_884356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caelumvirus thestral,1
ICTVTaxoChallenge_88457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carltongylesvirus ST32,0.9919
ICTVTaxoChallenge_884839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus KLPPOU149,0.9778
ICTVTaxoChallenge_884859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agtrevirus AG3,0.9944
ICTVTaxoChallenge_885113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cepunavirus Cp1,1
ICTVTaxoChallenge_885325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lillamyvirus morran,0.971
ICTVTaxoChallenge_885342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maenadvirus maenad,0.9974
ICTVTaxoChallenge_885983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurybiavirus PHM1,0.9957
ICTVTaxoChallenge_88601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oneupvirus oneup,0.9983
ICTVTaxoChallenge_886849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegunavirus apizium,0.9944
ICTVTaxoChallenge_887799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brussowvirus bv2972,0.9792
ICTVTaxoChallenge_88820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henunavirus SNUABM01,0.9913
ICTVTaxoChallenge_888724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinavirus trina,0.9859
ICTVTaxoChallenge_888894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghunavirus gh1,1
ICTVTaxoChallenge_888935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus validus,0.9962
ICTVTaxoChallenge_888985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratiovirus omnicron,0.9955
ICTVTaxoChallenge_889739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murciavirus CB5A,0.9872
ICTVTaxoChallenge_889750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus BP39,0.994
ICTVTaxoChallenge_889913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colneyvirus CD27,0.9933
ICTVTaxoChallenge_890140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceetrepovirus kimchi1738,0.9971
ICTVTaxoChallenge_890254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus tv64795ec1,1
ICTVTaxoChallenge_890456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishburnevirus brusacoram,0.9938
ICTVTaxoChallenge_890640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalppathivirus P26059B,0.9882
ICTVTaxoChallenge_890731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aarhusvirus mysterion,0.9833
ICTVTaxoChallenge_890744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steinhofvirus JWX,0.9967
ICTVTaxoChallenge_890865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmidvirus sv1961P,1
ICTVTaxoChallenge_891028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepunavirus SEP1,0.9975
ICTVTaxoChallenge_891136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andromedavirus glittering,0.9768
ICTVTaxoChallenge_891197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cimandefvirus cimandef,0.978
ICTVTaxoChallenge_892048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chivirus cv35,0.9974
ICTVTaxoChallenge_892092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornellvirus SP31,0.986
ICTVTaxoChallenge_89217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zetavirus zeta1847,0.9941
ICTVTaxoChallenge_89219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taipeivirus KWBSE436,0.9873
ICTVTaxoChallenge_892337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodruffvirus YDN12,0.9821
ICTVTaxoChallenge_89253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiaodavirus pko111,0.9802
ICTVTaxoChallenge_892784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus gostya9,0.9902
ICTVTaxoChallenge_893128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbidovirus bugsy,0.9995
ICTVTaxoChallenge_893161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjornvirus bjorn,0.9767
ICTVTaxoChallenge_893227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudivirus serpounce,0.9993
ICTVTaxoChallenge_893231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenoshavirus duffington,0.9921
ICTVTaxoChallenge_893323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PHL113M01,0.9797
ICTVTaxoChallenge_894107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wifcevirus WFC,0.998
ICTVTaxoChallenge_89435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montyvirus jellybones,0.9999
ICTVTaxoChallenge_894837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bixzunavirus sebata,0.99
ICTVTaxoChallenge_894956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fipvunavirus Fpv4,0.999
ICTVTaxoChallenge_895128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coventryvirus WIS42,0.9834
ICTVTaxoChallenge_89542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellubavirus phi19una,1
ICTVTaxoChallenge_895467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonardvirus melbins,0.9946
ICTVTaxoChallenge_895489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higashivirus RSB1,0.9755
ICTVTaxoChallenge_895640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus poptart,0.9726
ICTVTaxoChallenge_896041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus moki,0.9979
ICTVTaxoChallenge_896425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demosthenesvirus demosthenes,0.9981
ICTVTaxoChallenge_896731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mosigvirus atk47,0.9827
ICTVTaxoChallenge_89693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andhravirus andhra,1
ICTVTaxoChallenge_896996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonseivirus N137,0.9843
ICTVTaxoChallenge_897057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fionnbharthvirus eponine,0.9837
ICTVTaxoChallenge_897341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanisvirus tanis,0.9881
ICTVTaxoChallenge_897463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phikmvvirus DL62,0.9984
ICTVTaxoChallenge_897574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus LP1502a,0.9855
ICTVTaxoChallenge_897634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friunavirus Aci08,0.9864
ICTVTaxoChallenge_898282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teetrevirus AP5,1
ICTVTaxoChallenge_898440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalassavirus pontus,0.9925
ICTVTaxoChallenge_898845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus bIBBF12,1
ICTVTaxoChallenge_528527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratiovirus paola,0.992
ICTVTaxoChallenge_528857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moabitevirus mv2050HW,0.9955
ICTVTaxoChallenge_52930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulanevirus 50ahydr13pp,0.9948
ICTVTaxoChallenge_529541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambdavirus HK629,0.9951
ICTVTaxoChallenge_530736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus ar1,0.9887
ICTVTaxoChallenge_530897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vividuovirus love,0.9884
ICTVTaxoChallenge_531973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phimunavirus lelidair,0.9869
ICTVTaxoChallenge_532082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limelightvirus limelight,0.9924
ICTVTaxoChallenge_532357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus Sb1,0.9981
ICTVTaxoChallenge_532695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reyvirus estes,0.9981
ICTVTaxoChallenge_53285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaovirus ChaoS9,0.9878
ICTVTaxoChallenge_533083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus P100A,0.9834
ICTVTaxoChallenge_533169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernvirus kawika,0.9846
ICTVTaxoChallenge_533478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambovirus gibbin,0.9819
ICTVTaxoChallenge_53356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv512,0.9999
ICTVTaxoChallenge_533665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vividuovirus tangent,0.9935
ICTVTaxoChallenge_533733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus A16,0.9999
ICTVTaxoChallenge_533769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kairosalinivirus M31CR412,0.9919
ICTVTaxoChallenge_534051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jahgtovirus gastrointestinalis,0.9979
ICTVTaxoChallenge_534188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingelinevirus ingeline,0.9799
ICTVTaxoChallenge_534218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukuvirus RSPII1,0.9973
ICTVTaxoChallenge_534276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G15,0.9981
ICTVTaxoChallenge_534465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cequinquevirus Ld25A,0.9736
ICTVTaxoChallenge_534821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ningirsuvirus ninurta,0.9909
ICTVTaxoChallenge_535258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streptomyces virus StarPlatinum,0.9956
ICTVTaxoChallenge_535390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phimunavirus khlen,0.9936
ICTVTaxoChallenge_535504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushanvirus SppYZU05,0.9988
ICTVTaxoChallenge_535621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarumanvirus bcepsaruman,0.9942
ICTVTaxoChallenge_53577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus pertopsoe,0.9975
ICTVTaxoChallenge_535929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miltonvirus MAM1,0.991
ICTVTaxoChallenge_535938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaviavirus xavia,0.9894
ICTVTaxoChallenge_536027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus Che12,0.9916
ICTVTaxoChallenge_536698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemphillvirus DK2,0.9848
ICTVTaxoChallenge_536870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nodensvirus spm2,0.9961
ICTVTaxoChallenge_536919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backyardiganvirus icleared,1
ICTVTaxoChallenge_536982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afonbuvirus intestinihominis,0.9918
ICTVTaxoChallenge_53710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mooglevirus moogle,0.9856
ICTVTaxoChallenge_537293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pseudotevenvirus leb,0.9936
ICTVTaxoChallenge_537473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rigallicvirus P106B,0.9773
ICTVTaxoChallenge_537488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felixounavirus EC6,0.9959
ICTVTaxoChallenge_537607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cymopoleiavirus swam2,0.9923
ICTVTaxoChallenge_537942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus SE11,0.9927
ICTVTaxoChallenge_538531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quhwahvirus kaihaidragon,0.9852
ICTVTaxoChallenge_538561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pbunavirus PB1,0.9746
ICTVTaxoChallenge_538635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beetrevirus JD18,0.9894
ICTVTaxoChallenge_538733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caeruleovirus Bcp1,0.993
ICTVTaxoChallenge_53882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triavirus st121mssa,0.9746
ICTVTaxoChallenge_538942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enhodamvirus VP5,0.9754
ICTVTaxoChallenge_53966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vectrevirus kay,0.9979
ICTVTaxoChallenge_540538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilnyevirus billnye,0.998
ICTVTaxoChallenge_540714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lumosvirus krypton555,0.9912
ICTVTaxoChallenge_540802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus crimD,0.9902
ICTVTaxoChallenge_541007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unaquatrovirus LN34,0.9901
ICTVTaxoChallenge_541184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aptresvirus mana,0.988
ICTVTaxoChallenge_541203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus KpV763,1
ICTVTaxoChallenge_541961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunavirus IME18,0.9784
ICTVTaxoChallenge_541979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foussvirus S46C10,0.9985
ICTVTaxoChallenge_542172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coopervirus bane1,0.997
ICTVTaxoChallenge_5430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gajwadongvirus PP99,1
ICTVTaxoChallenge_543608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coopervirus zemanar,0.9884
ICTVTaxoChallenge_543624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vidquintavirus Vid5,0.9953
ICTVTaxoChallenge_543715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubowvirus dv69,0.9936
ICTVTaxoChallenge_544105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kotilavirus PP16,0.9947
ICTVTaxoChallenge_544122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus D29,0.9999
ICTVTaxoChallenge_544196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certrevirus CR9,0.9905
ICTVTaxoChallenge_544428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceceduovirus aszj,0.994
ICTVTaxoChallenge_544515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lazarusvirus fhyacithree,0.9881
ICTVTaxoChallenge_544575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potamoivirus tusconj,0.9931
ICTVTaxoChallenge_544623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backyardiganvirus noelle,1
ICTVTaxoChallenge_544793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pbunavirus F8,0.9929
ICTVTaxoChallenge_544990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhillonvirus SSL2009a,0.9898
ICTVTaxoChallenge_545375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caelumvirus issmi,0.9949
ICTVTaxoChallenge_546238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegunavirus osmaximus,0.9947
