Query_ID,Query,Reference_ID,Reference,Ref_Genus,Ref_Species,Distance,Assignment,Ref_Family,Class
Query_71,ICTVTaxoChallenge_387230,1878246544,1878246544,Audreyjarvisvirus,Audreyjarvisvirus AM1,0.0032,Same Species,Unclassified,Caudoviricetes
Query_72,ICTVTaxoChallenge_387295,1841998526,1841998526,Phapecoctavirus,Escherichia phage ESCO13,0.0046,Same Species,Unclassified,Caudoviricetes
Query_73,ICTVTaxoChallenge_387317,2047452313,2047452313,Oliverunavirus,Oliverunavirus OLIVR1,0.0033,Same Species,Schitoviridae,Caudoviricetes
Query_74,ICTVTaxoChallenge_387365,764160375,764160375,Cheoctovirus,Cheoctovirus buzzlyseyear,0.019,Same Species,Unclassified,Caudoviricetes
Query_75,ICTVTaxoChallenge_387700,1631936380,1631936380,Marvinvirus,Marvinvirus marvin,0.0022,Same Species,Unclassified,Caudoviricetes
Query_77,ICTVTaxoChallenge_388187,1842024058,1842024058,Salmondvirus,Salmondvirus JA29,0.0091,Same Species,Unclassified,Caudoviricetes
Query_78,ICTVTaxoChallenge_388284,1880358975,1880358975,Wongtaivirus,Wongtaivirus ECP1,0.0187,Same Species,Unclassified,Caudoviricetes
Query_79,ICTVTaxoChallenge_388340,1859654428,1859654428,Barnyardvirus,Barnyardvirus drlupo,0.0185,Same Species,Unclassified,Caudoviricetes
Query_80,ICTVTaxoChallenge_389176,1841995287,1841995287,Vellamovirus,Vellamovirus rhodeisland44,0.0094,Same Species,Kyanoviridae,Caudoviricetes
Query_81,ICTVTaxoChallenge_389472,971748335,971748335,Cheoctovirus,Cheoctovirus captaintrips,0.0271,Same Species,Unclassified,Caudoviricetes
Query_82,ICTVTaxoChallenge_389532,460042176,460042176,Andromedavirus,Andromedavirus finn,0.0241,Same Species,Unclassified,Caudoviricetes
Query_83,ICTVTaxoChallenge_389967,310722466,310722466,Chrysonvirus,Chrysonvirus as5,0.0038,Same Species,Straboviridae,Caudoviricetes
Query_84,ICTVTaxoChallenge_390151,971751510,971751510,Faithunavirus,Faithunavirus archie,0.0093,Same Species,Vilmaviridae,Caudoviricetes
Query_85,ICTVTaxoChallenge_39068,1842036751,1842036751,Xuquatrovirus,Xuquatrovirus PTXU04,0.0101,Same Species,Unclassified,Caudoviricetes
Query_86,ICTVTaxoChallenge_390868,1842013073,1842013073,Shenzhenvirus,Shenzhenvirus AhSzw1,0.0153,Same Species,Demerecviridae,Caudoviricetes
Query_87,ICTVTaxoChallenge_391016,358356850,358356850,Getseptimavirus,Getseptimavirus GTE7,0.0195,Same Species,Unclassified,Caudoviricetes
Query_88,ICTVTaxoChallenge_391117,1859655896,1859655896,Tybeckvirus,Tybeckvirus SAC12B,0.0054,Same Species,Herelleviridae,Caudoviricetes
Query_89,ICTVTaxoChallenge_391448,431809796,431809796,Coetzeevirus,Coetzeevirus ATCC8014,0.0036,Same Species,Unclassified,Caudoviricetes
Query_90,ICTVTaxoChallenge_391998,1842037123,1842037123,Phapecoctavirus,Escherichia virus Schickermooser,0.0082,Same Species,Unclassified,Caudoviricetes
Query_92,ICTVTaxoChallenge_392374,593777020,593777020,Fromanvirus,Fromanvirus alma,0.0026,Same Species,Unclassified,Caudoviricetes
Query_93,ICTVTaxoChallenge_39251,1842028762,1842028762,Coralvirus,Coralvirus coral,0.0108,Same Species,Unclassified,Caudoviricetes
Query_94,ICTVTaxoChallenge_392538,17426228,17426228,Phietavirus,Phietavirus ETA,0.0158,Same Species,Unclassified,Caudoviricetes
Query_95,ICTVTaxoChallenge_392737,2231639888,2231639888,Junduvirus,Junduvirus copri,0.01,Same Species,Crevaviridae,Caudoviricetes
Query_1,ICTVTaxoChallenge_573278,971756958,971756958,Halcyonevirus,Halcyonevirus tripp,0.0024,Same Species,Unclassified,Caudoviricetes
Query_2,ICTVTaxoChallenge_573287,428782521,428782521,Saikungvirus,Saikungvirus HK633,0.0165,Same Species,Unclassified,Caudoviricetes
Query_3,ICTVTaxoChallenge_573665,514050763,514050763,Neritesvirus,Neritesvirus scam8,0.007,Same Species,Kyanoviridae,Caudoviricetes
Query_4,ICTVTaxoChallenge_573838,418487051,418487051,Oslovirus,Oslovirus TL2011,0.0209,Same Species,Unclassified,Caudoviricetes
Query_5,ICTVTaxoChallenge_573951,1859644466,1859644466,Biseptimavirus,Biseptimavirus IME136101,0.0252,Same Species,Unclassified,Caudoviricetes
Query_6,ICTVTaxoChallenge_57397,1842026197,1842026197,Saclayvirus,Saclayvirus Aci022,0.0069,Same Species,Unclassified,Caudoviricetes
Query_8,ICTVTaxoChallenge_574630,589889163,589889163,Coopervirus,Coopervirus JAMaL,0.0088,Same Species,Unclassified,Caudoviricetes
Query_9,ICTVTaxoChallenge_574720,1631941672,1631941672,Pbunavirus,Pbunavirus E217,0.0144,Same Species,Unclassified,Caudoviricetes
Query_10,ICTVTaxoChallenge_574793,971756008,971756008,Incheonvirus,Incheonvrus P12002L,0.0051,Same Species,Unclassified,Caudoviricetes
Query_11,ICTVTaxoChallenge_575122,589890688,589890688,Charlievirus,Charlievirus michellemybell,0.016,Same Species,Unclassified,Caudoviricetes
Query_12,ICTVTaxoChallenge_575376,1938369636,1938369636,Avanivirus,Avanivirus zapner,0.0197,Same Species,Unclassified,Caudoviricetes
Query_13,ICTVTaxoChallenge_57553,1666220757,1666220757,Gladiatorvirus,Gladiatorvirus gladiator,0.0001,Same Species,Unclassified,Caudoviricetes
Query_14,ICTVTaxoChallenge_575567,849254715,849254715,Pahexavirus,Pahexavirus PHL067M01,0.0133,Same Species,Unclassified,Caudoviricetes
Query_15,ICTVTaxoChallenge_575697,1877793738,1877793738,Hanrivervirus,Hanrivervirus hv2019SD1,0.0059,Same Species,Drexlerviridae,Caudoviricetes
Query_16,ICTVTaxoChallenge_575883,658307532,658307532,Pecentumvirus,Pecentumvirus list36,0.003,Same Species,Herelleviridae,Caudoviricetes
Query_17,ICTVTaxoChallenge_576106,971760222,971760222,Haifavirus,Haifavirus tim68,0.0071,Same Species,Kyanoviridae,Caudoviricetes
Query_18,ICTVTaxoChallenge_576566,1880899929,1880899929,Ilzatvirus,Ilzatvirus monchoix,0.0161,Same Species,Unclassified,Caudoviricetes
Query_21,ICTVTaxoChallenge_577798,2231638938,2231638938,Culoivirus,Culoivirus faecalis,0.0114,Same Species,Suoliviridae,Caudoviricetes
Query_22,ICTVTaxoChallenge_57804,1842032579,1842032579,Pogseptimavirus,Pogseptimavirus VspSw1,0.0072,Same Species,Demerecviridae,Caudoviricetes
Query_23,ICTVTaxoChallenge_578225,1841996240,1841996240,Rogunavirus,Rogunavirus JLA23,0,Same Species,Drexlerviridae,Caudoviricetes
Query_24,ICTVTaxoChallenge_578229,23455848,23455848,Brussowvirus,Brussowvirus bvO1205,0.0165,Same Species,Unclassified,Caudoviricetes
Query_25,ICTVTaxoChallenge_578278,2046358868,2046358868,Ceduovirus,Ceduovirus LacS15,0,Same Species,Unclassified,Caudoviricetes
Query_26,ICTVTaxoChallenge_578313,1631914137,1631914137,Camvirus,Camvirus CAM,0,Same Species,Unclassified,Caudoviricetes
Query_27,ICTVTaxoChallenge_578489,1877794067,1877794067,Hanrivervirus,Hanrivervirus vojen,0.0058,Same Species,Drexlerviridae,Caudoviricetes
Query_28,ICTVTaxoChallenge_578654,238694878,238694878,Krischvirus,Krischvirus jse,0.0161,Same Species,Straboviridae,Caudoviricetes
Query_29,ICTVTaxoChallenge_579374,2231639978,2231639978,Endlipuvirus,Endlipuvirus intestinihominis,0.0109,Same Species,Intestiviridae,Caudoviricetes
Query_30,ICTVTaxoChallenge_579717,1631942219,1631942219,Delepquintavirus,Delepquintavirus DLP5,0.0076,Same Species,Unclassified,Caudoviricetes
Query_31,ICTVTaxoChallenge_58006,1859677446,1859677446,Melvirus,Melvirus helgolandense,0.0034,Same Species,Zobellviridae,Caudoviricetes
Query_32,ICTVTaxoChallenge_58067,1631916208,1631916208,Tunavirus,Tunavirus JMPW2,0.0083,Same Species,Drexlerviridae,Caudoviricetes
Query_33,ICTVTaxoChallenge_580670,2047436120,2047436120,Kisquattuordecimvirus,Kisquattuordecimvirus FLC5,0.0092,Same Species,Peduoviridae,Caudoviricetes
Query_34,ICTVTaxoChallenge_580717,2028582169,2028582169,Jolieduovirus,Jolieduovirus mercurio,0.0158,Same Species,Unclassified,Caudoviricetes
Query_35,ICTVTaxoChallenge_580856,1985465424,1985465424,Phobosvirus,Phobosvirus phobos,0.0135,Same Species,Casjensviridae,Caudoviricetes
Query_36,ICTVTaxoChallenge_581055,1842008952,1842008952,Taipeivirus,Taipeivirus may,0.0093,Same Species,Ackermannviridae,Caudoviricetes
Query_38,ICTVTaxoChallenge_581552,1859649463,1859649463,Riverridervirus,Riverridervirus riverrider,0.0003,Same Species,Schitoviridae,Caudoviricetes
Query_39,ICTVTaxoChallenge_582142,408905844,408905844,Pahexavirus,Pahexavirus P105,0.0065,Same Species,Unclassified,Caudoviricetes
Query_40,ICTVTaxoChallenge_582260,971740914,971740914,Bragavirus,Bragavirus pm5461,0.0134,Same Species,Straboviridae,Caudoviricetes
Query_41,ICTVTaxoChallenge_582360,326784440,326784440,Palaemonvirus,Palaemonvirus pssm7,0.0084,Same Species,Kyanoviridae,Caudoviricetes
Query_42,ICTVTaxoChallenge_582403,764161203,764161203,Phikmvvirus,Phikmvvirus Ab05,0.0038,Same Species,Autographiviridae,Caudoviricetes
Query_43,ICTVTaxoChallenge_582751,1938374866,1938374866,Fishburnevirus,Fishburnevirus atcoo,0.0066,Same Species,Unclassified,Caudoviricetes
Query_44,ICTVTaxoChallenge_58308,1859653256,1859653256,Yonseivirus,Yonseivirus seifer,0.0025,Same Species,Casjensviridae,Caudoviricetes
Query_45,ICTVTaxoChallenge_583230,1842000696,1842000696,Przondovirus,Przondovirus K54,0,Same Species,Autographiviridae,Caudoviricetes
Query_46,ICTVTaxoChallenge_583249,414087634,414087634,Guelphvirus,Guelphvirus ACGM12,0,Same Species,Drexlerviridae,Caudoviricetes
Query_47,ICTVTaxoChallenge_583313,2046357276,2046357276,Phietavirus,Phietavirus Henu2,0.0164,Same Species,Unclassified,Caudoviricetes
Query_48,ICTVTaxoChallenge_58332,2027880525,2027880525,Korravirus,Korravirus sergei,0.0066,Same Species,Unclassified,Caudoviricetes
Query_50,ICTVTaxoChallenge_584034,304443238,304443238,Dubowvirus,Dubowvirus SAP26,0.0043,Same Species,Unclassified,Caudoviricetes
Query_51,ICTVTaxoChallenge_584095,2047439057,2047439057,Karamvirus,Karamvirus mypsh1140,0.0122,Same Species,Straboviridae,Caudoviricetes
Query_52,ICTVTaxoChallenge_584168,849059868,849059868,Matervirus,Matervirus mater,0.0027,Same Species,Herelleviridae,Caudoviricetes
Query_53,ICTVTaxoChallenge_585329,712916052,712916052,Efquatrovirus,Efquatrovirus EfaCPT1,0.0165,Same Species,Unclassified,Caudoviricetes
Query_55,ICTVTaxoChallenge_585770,1842004948,1842004948,Luckybarnesvirus,Luckybarnesvirus luckybarnes,0.0033,Same Species,Unclassified,Caudoviricetes
Query_56,ICTVTaxoChallenge_586066,414090494,414090494,Gamaleyavirus,Gamaleyavirus IME11,0.0028,Same Species,Schitoviridae,Caudoviricetes
Query_58,ICTVTaxoChallenge_586207,2037173135,2037173135,Veracruzvirus,Veracruzvirus MA5,0.0077,Same Species,Unclassified,Caudoviricetes
Query_59,ICTVTaxoChallenge_586673,2046359870,2046359870,Halcyonevirus,Halcyonevirus unity,0.0072,Same Species,Unclassified,Caudoviricetes
Query_61,ICTVTaxoChallenge_587132,1842028478,1842028478,Bridgettevirus,Bridgettevirus judy,0.0115,Same Species,Unclassified,Caudoviricetes
Query_62,ICTVTaxoChallenge_587264,2031775507,2031775507,Caelumvirus,Caelumvirus alvy,0.0066,Same Species,Unclassified,Caudoviricetes
Query_63,ICTVTaxoChallenge_587470,1864376796,1864376796,Hadassahvirus,Hadassahvirus azbtza1,0.0143,Same Species,Straboviridae,Caudoviricetes
Query_64,ICTVTaxoChallenge_587521,1842004318,1842004318,Przondovirus,Przondovirus 2044307w,0.0162,Same Species,Autographiviridae,Caudoviricetes
Query_65,ICTVTaxoChallenge_587553,1877792875,1877792875,Teubervirus,Teubervirus P596,0.0027,Same Species,Unclassified,Caudoviricetes
Query_66,ICTVTaxoChallenge_587911,1877794536,1877794536,Hanrivervirus,Hanrivervirus PGN590,0.0119,Same Species,Drexlerviridae,Caudoviricetes
Query_67,ICTVTaxoChallenge_588105,1864373107,1864373107,Skunavirus,Skunavirus sv62605,0.0112,Same Species,Unclassified,Caudoviricetes
Query_68,ICTVTaxoChallenge_58850,2050448024,2050448024,Burzaovirus,Burzaovirus intestinihominis,0.0106,Same Species,Suoliviridae,Caudoviricetes
Query_69,ICTVTaxoChallenge_588540,971757261,971757261,Bruynoghevirus,Bruynoghevirus CHU,0.0029,Same Species,Unclassified,Caudoviricetes
Query_70,ICTVTaxoChallenge_588586,389060400,389060400,Dibbivirus,Dibbivirus DIBBI,0.0031,Same Species,Unclassified,Caudoviricetes
Query_71,ICTVTaxoChallenge_588892,229604924,229604924,Maculvirus,Maculvirus VP93,0,Same Species,Autographiviridae,Caudoviricetes
Query_72,ICTVTaxoChallenge_589332,1859653510,1859653510,Elmenteitavirus,Elmenteitavirus ev125,0.0104,Same Species,Unclassified,Caudoviricetes
Query_73,ICTVTaxoChallenge_589517,2231638281,2231638281,Minorvirus,Minorvirus HRTV27,0,Same Species,Hafunaviridae,Caudoviricetes
Query_74,ICTVTaxoChallenge_589714,2047458338,2047458338,Birpovirus,Birpovirus hiberniae,0.0042,Same Species,Suoliviridae,Caudoviricetes
Query_75,ICTVTaxoChallenge_589911,1842028414,1842028414,Bridgettevirus,Bridgettevirus eileen,0.0186,Same Species,Unclassified,Caudoviricetes
Query_76,ICTVTaxoChallenge_590136,2046356339,2046356339,Dongdastvirus,Dongdastvirus Axy04,0.0037,Same Species,Schitoviridae,Caudoviricetes
Query_77,ICTVTaxoChallenge_590493,1631929766,1631929766,Timshelvirus,Timshelvirus timshel,0.0091,Same Species,Unclassified,Caudoviricetes
Query_79,ICTVTaxoChallenge_591019,2039518974,2039518974,Backyardiganvirus,Backyardiganvirus wizard007,0,Same Species,Unclassified,Caudoviricetes
Query_80,ICTVTaxoChallenge_591365,1859657408,1859657408,Vapseptimavirus,Vapseptimavirus VAP7,0.0033,Same Species,Ackermannviridae,Caudoviricetes
Query_82,ICTVTaxoChallenge_591879,971763543,971763543,Risjevirus,Risjevirus RSJ2,0.0009,Same Species,Autographiviridae,Caudoviricetes
Query_83,ICTVTaxoChallenge_592065,2047441780,2047441780,Wizardvirus,Wizardvirus danyall,0.0102,Same Species,Unclassified,Caudoviricetes
Query_84,ICTVTaxoChallenge_592249,1666222618,1666222618,Keshuvirus,Keshuvirus pixie,0.0262,Same Species,Unclassified,Caudoviricetes
Query_85,ICTVTaxoChallenge_592312,1070621080,1070621080,Neptunevirus,Neptunevirus srim50,0.0057,Same Species,Kyanoviridae,Caudoviricetes
Query_86,ICTVTaxoChallenge_592530,1631929678,1631929678,Fromanvirus,Fromanvirus twister,0.0077,Same Species,Unclassified,Caudoviricetes
Query_87,ICTVTaxoChallenge_592550,2037174480,2037174480,Gladiatorvirus,Gladiatorvirus priamo,0.0108,Same Species,Unclassified,Caudoviricetes
Query_88,ICTVTaxoChallenge_593014,1859649287,1859649287,Nezavisimistyvirus,Nezavisimistyvirus bue1,0.0068,Same Species,Ackermannviridae,Caudoviricetes
Query_89,ICTVTaxoChallenge_593030,525972166,525972166,Jerseyvirus,Jerseyvirus jersey,0.0145,Same Species,Unclassified,Caudoviricetes
Query_90,ICTVTaxoChallenge_593849,2046357811,2046357811,Agmunavirus,Agmunavirus AGM1,0.0129,Same Species,Unclassified,Caudoviricetes
Query_91,ICTVTaxoChallenge_594396,2047446437,2047446437,Sukkupivirus,Sukkupivirus idyn,0.011,Same Species,Zierdtviridae,Caudoviricetes
Query_92,ICTVTaxoChallenge_594541,1864380592,1864380592,Skunavirus,Skunavirus CHPC964,0.0157,Same Species,Unclassified,Caudoviricetes
Query_93,ICTVTaxoChallenge_595052,2046360813,2046360813,Triavirus,Triavirus P240,0.0133,Same Species,Unclassified,Caudoviricetes
Query_94,ICTVTaxoChallenge_59511,530546329,530546329,Acadianvirus,Acadianvirus reprobate,0.008,Same Species,Unclassified,Caudoviricetes
Query_95,ICTVTaxoChallenge_595130,593778526,593778526,Kratiovirus,Kratiovirus larva,0.0043,Same Species,Unclassified,Caudoviricetes
Query_1,ICTVTaxoChallenge_305614,1631913463,1631913463,Peduovirus,Peduovirus magyaro,0.0133,Same Species,Peduoviridae,Caudoviricetes
Query_2,ICTVTaxoChallenge_30584,1070637946,1070637946,Vividuovirus,Vividuovirus vivi2,0.007,Same Species,Unclassified,Caudoviricetes
Query_3,ICTVTaxoChallenge_306085,2047446019,2047446019,Wizardvirus,Wizardvirus mutzi,0.0095,Same Species,Unclassified,Caudoviricetes
Query_5,ICTVTaxoChallenge_306338,815854289,815854289,Macariavirus,Macariavirus tuscon14g,0.0066,Same Species,Kyanoviridae,Caudoviricetes
Query_6,ICTVTaxoChallenge_306492,1631947894,1631947894,Phimunavirus,Phimunavirus CB5,0.0117,Same Species,Autographiviridae,Caudoviricetes
Query_7,ICTVTaxoChallenge_306510,966203887,966203887,Jerseyvirus,Jerseyvirus f18SE,0.0207,Same Species,Unclassified,Caudoviricetes
Query_8,ICTVTaxoChallenge_306575,2047459782,2047459782,Immutovirus,Immutovirus immuto,0.0087,Same Species,Unclassified,Caudoviricetes
Query_10,ICTVTaxoChallenge_306937,1864379691,1864379691,Skunavirus,Skunavirus P656,0.0001,Same Species,Unclassified,Caudoviricetes
Query_11,ICTVTaxoChallenge_306964,849251120,849251120,Pahexavirus,Pahexavirus PHL171M01,0.0058,Same Species,Unclassified,Caudoviricetes
Query_12,ICTVTaxoChallenge_307029,568191532,568191532,Pagevirus,Pagevirus pony,0.0151,Same Species,Unclassified,Caudoviricetes
Query_13,ICTVTaxoChallenge_307144,1859666471,1859666471,Hattifnattvirus,Hattifnattvirus hattifnatt,0.0166,Same Species,Unclassified,Caudoviricetes
Query_14,ICTVTaxoChallenge_307479,1631921105,1631921105,Aqualcavirus,Aqualcavirus P14,0,Same Species,Autographiviridae,Caudoviricetes
Query_15,ICTVTaxoChallenge_307780,194097521,194097521,Skunavirus,Skunavirus bibb29,0.0001,Same Species,Unclassified,Caudoviricetes
Query_16,ICTVTaxoChallenge_308270,1938361045,1938361045,Cheoctovirus,Cheoctovirus chuckly,0.023,Same Species,Unclassified,Caudoviricetes
Query_17,ICTVTaxoChallenge_308664,939535431,939535431,Peeveelvirus,Peeveelvirus tp3101,0.0025,Same Species,Unclassified,Caudoviricetes
Query_18,ICTVTaxoChallenge_309020,849122807,849122807,Pahexavirus,Pahexavirus PHL117M00,0.0131,Same Species,Unclassified,Caudoviricetes
Query_19,ICTVTaxoChallenge_309058,2046354772,2046354772,Tequatrovirus,Tequatrovirus zeen18,0.0043,Same Species,Straboviridae,Caudoviricetes
Query_20,ICTVTaxoChallenge_309462,1666222188,1666222188,Omegavirus,Omegavirus littlee,0.0045,Same Species,Unclassified,Caudoviricetes
Query_21,ICTVTaxoChallenge_309771,730966571,730966571,Kaohsiungvirus,Kaohsiungvirus A318,0,Same Species,Autographiviridae,Caudoviricetes
Query_22,ICTVTaxoChallenge_30983,609217196,609217196,Abouovirus,Abouovirus davies,0.003,Same Species,Unclassified,Caudoviricetes
Query_23,ICTVTaxoChallenge_309845,255928922,255928922,Gibbetvirus,Gibbetvirus rsm4,0.0057,Same Species,Kyanoviridae,Caudoviricetes
Query_24,ICTVTaxoChallenge_309979,1631914032,1631914032,Cheoctovirus,Mycobacterium virus Dorothy,0.0223,Same Species,Unclassified,Caudoviricetes
Query_25,ICTVTaxoChallenge_310597,1842001637,1842001637,Andhravirus,Andhravirus St134,0,Same Species,Rountreeviridae,Caudoviricetes
Query_26,ICTVTaxoChallenge_31069,1859667184,1859667184,Lillamyvirus,Lillamyvirus stinky,0.0269,Same Species,Unclassified,Caudoviricetes
Query_27,ICTVTaxoChallenge_31078,472437437,472437437,Caeruleovirus,Caeruleovirus Bc431,0.0008,Same Species,Herelleviridae,Caudoviricetes
Query_28,ICTVTaxoChallenge_310894,2047437614,2047437614,Cheoctovirus,Cheoctovirus geralt,0.0205,Same Species,Unclassified,Caudoviricetes
Query_29,ICTVTaxoChallenge_311260,966197462,966197462,Foxborovirus,Foxborovirus GTE8,0.0072,Same Species,Zierdtviridae,Caudoviricetes
Query_30,ICTVTaxoChallenge_312609,2007146730,2007146730,Faithunavirus,Faithunavirus guuelaD,0.0065,Same Species,Vilmaviridae,Caudoviricetes
Query_31,ICTVTaxoChallenge_312743,414086915,414086915,Mimasvirus,Mimasvirus GAP32,0.0042,Same Species,Unclassified,Caudoviricetes
Query_34,ICTVTaxoChallenge_312903,2047458965,2047458965,Rosenblumvirus,Rosenblumvirus PSa3,0.013,Same Species,Rountreeviridae,Caudoviricetes
Query_35,ICTVTaxoChallenge_312965,971755788,971755788,Avocadovirus,Avocadovirus cambiare,0.0154,Same Species,Unclassified,Caudoviricetes
Query_37,ICTVTaxoChallenge_313139,82547605,82547605,Pecentumvirus,Pecentumvirus P100,0.0021,Same Species,Herelleviridae,Caudoviricetes
Query_38,ICTVTaxoChallenge_313347,1841998167,1841998167,Teetrevirus,Teetrevirus ECA2,0,Same Species,Autographiviridae,Caudoviricetes
Query_40,ICTVTaxoChallenge_313758,508178941,508178941,Likavirus,Likavirus sujidade,0.014,Same Species,Unclassified,Caudoviricetes
Query_41,ICTVTaxoChallenge_313978,1666224041,1666224041,Fromanvirus,Fromanvirus goose,0.0095,Same Species,Unclassified,Caudoviricetes
Query_42,ICTVTaxoChallenge_314064,844383143,844383143,Pifdecavirus,Pifdecavirus Pf10,0,Same Species,Autographiviridae,Caudoviricetes
Query_43,ICTVTaxoChallenge_31438,2046341807,2046341807,Anchaingvirus,Anchaingvirus anchaing,0.0076,Same Species,Autographiviridae,Caudoviricetes
Query_44,ICTVTaxoChallenge_314625,2047437900,2047437900,Cinqassovirus,Cinqassovirus ah1,0.0118,Same Species,Straboviridae,Caudoviricetes
Query_45,ICTVTaxoChallenge_314759,109289986,109289986,Tulanevirus,Tulanevirus bteighttwo,0.015,Same Species,Straboviridae,Caudoviricetes
Query_46,ICTVTaxoChallenge_314852,1631947102,1631947102,Efquatrovirus,Efquatrovirus AL3,0.0193,Same Species,Unclassified,Caudoviricetes
Query_47,ICTVTaxoChallenge_315382,1631921154,1631921154,Priunavirus,Priunavirus PR1,0.0025,Same Species,Demerecviridae,Caudoviricetes
Query_48,ICTVTaxoChallenge_316149,2047445655,2047445655,Dhakavirus,Dhakavirus ecom005,0.0057,Same Species,Straboviridae,Caudoviricetes
Query_50,ICTVTaxoChallenge_316565,1998564018,1998564018,Dexdertvirus,Dexdertvirus dexdert,0.0105,Same Species,Unclassified,Caudoviricetes
Query_51,ICTVTaxoChallenge_316581,1070638361,1070638361,Thornevirus,Thornevirus SP15,0.009,Same Species,Unclassified,Caudoviricetes
Query_52,ICTVTaxoChallenge_316662,2046341861,2046341861,Changchunvirus,Changchunvirus PHB17,0,Same Species,Drexlerviridae,Caudoviricetes
Query_53,ICTVTaxoChallenge_316728,1938369212,1938369212,Cheoctovirus,Cheoctovirus zerg,0.0227,Same Species,Unclassified,Caudoviricetes
Query_54,ICTVTaxoChallenge_317092,2028935346,2028935346,Charlievirus,Charlievirus Jamie19,0.0143,Same Species,Unclassified,Caudoviricetes
Query_55,ICTVTaxoChallenge_3171,1631936109,1631936109,Eiauvirus,Eiauvirus eiAU,0.0107,Same Species,Unclassified,Caudoviricetes
Query_56,ICTVTaxoChallenge_317244,971764663,971764663,Sherbrookevirus,Sherbrookevirus CDHM11,0.0093,Same Species,Unclassified,Caudoviricetes
Query_57,ICTVTaxoChallenge_317746,985760144,985760144,Titanvirus,Titanvirus rctitan,0.014,Same Species,Unclassified,Caudoviricetes
Query_58,ICTVTaxoChallenge_317829,428781735,428781735,Aguilavirus,Aguilavirus mEp043,0.0029,Same Species,Unclassified,Caudoviricetes
Query_59,ICTVTaxoChallenge_317884,849255443,849255443,Pahexavirus,Pahexavirus PHL092M00,0.0117,Same Species,Unclassified,Caudoviricetes
Query_61,ICTVTaxoChallenge_318616,2047449466,2047449466,Wizardvirus,Wizardvirus fireball,0.0092,Same Species,Unclassified,Caudoviricetes
Query_62,ICTVTaxoChallenge_318806,431810540,431810540,Schmidvirus,Schmidvirus KHP30,0,Same Species,Unclassified,Caudoviricetes
Query_63,ICTVTaxoChallenge_318867,2037173219,2037173219,Veracruzvirus,Veracruzvirus babyboy,0.0091,Same Species,Unclassified,Caudoviricetes
Query_64,ICTVTaxoChallenge_319037,1666224437,1666224437,Salvovirus,Salvovirus salvo,0.0114,Same Species,Casjensviridae,Caudoviricetes
Query_65,ICTVTaxoChallenge_319112,418489383,418489383,Lafunavirus,Lafunavirus LF1,0.0085,Same Species,Unclassified,Caudoviricetes
Query_66,ICTVTaxoChallenge_320023,17570786,17570786,Teetrevirus,Teetrevirus T3Luria,0,Same Species,Autographiviridae,Caudoviricetes
Query_67,ICTVTaxoChallenge_320249,1842004487,1842004487,Atuphduovirus,Atuphduovirus atuph02,0.0068,Same Species,Autographiviridae,Caudoviricetes
Query_68,ICTVTaxoChallenge_320341,17975161,17975161,Stanholtvirus,Stanholtvirus E125,0.0124,Same Species,Unclassified,Caudoviricetes
Query_69,ICTVTaxoChallenge_320376,1938304778,1938304778,Lilmcdreamyvirus,Lilmcdreamyvirus lilmcdreamy,0.0056,Same Species,Unclassified,Caudoviricetes
Query_70,ICTVTaxoChallenge_320540,1864368763,1864368763,Skunavirus,Skunavirus fd13,0.0138,Same Species,Unclassified,Caudoviricetes
Query_72,ICTVTaxoChallenge_320674,1842008144,1842008144,Gyeongsanvirus,Gyeongsanvirus DURPI,0,Same Species,Autographiviridae,Caudoviricetes
Query_73,ICTVTaxoChallenge_321156,2047442140,2047442140,Foxborovirus,Foxborovirus NatB6,0.0097,Same Species,Zierdtviridae,Caudoviricetes
Query_74,ICTVTaxoChallenge_321180,2047446528,2047446528,Bronvirus,Bronvirus silverleaf,0.0096,Same Species,Vilmaviridae,Caudoviricetes
Query_75,ICTVTaxoChallenge_321337,422934005,422934005,Dhakavirus,Dhakavirus bp7,0.0042,Same Species,Straboviridae,Caudoviricetes
Query_77,ICTVTaxoChallenge_321886,422934421,422934421,Tequatrovirus,Tequatrovirus ime09,0.0125,Same Species,Straboviridae,Caudoviricetes
Query_78,ICTVTaxoChallenge_321907,1842029951,1842029951,Murrayvirus,Murrayvirus lumpael,0.0146,Same Species,Unclassified,Caudoviricetes
Query_79,ICTVTaxoChallenge_322029,658310315,658310315,Sextaecvirus,Sextaecvirus sextaec,0.0021,Same Species,Unclassified,Caudoviricetes
Query_81,ICTVTaxoChallenge_322294,1842012580,1842012580,Gyeongsanvirus,Gyeongsanvirus RsoP1EGY,0.0041,Same Species,Autographiviridae,Caudoviricetes
Query_82,ICTVTaxoChallenge_32232,9635165,9635165,Peeveelvirus,Peeveelvirus PVL,0.0202,Same Species,Unclassified,Caudoviricetes
Query_83,ICTVTaxoChallenge_322535,1842008291,1842008291,Getalongvirus,Getalongvirus bentherdunthat,0.0182,Same Species,Unclassified,Caudoviricetes
Query_85,ICTVTaxoChallenge_323190,228860932,228860932,Tequatrovirus,Tequatrovirus RB51,0.0112,Same Species,Straboviridae,Caudoviricetes
Query_86,ICTVTaxoChallenge_323275,1841989714,1841989714,Sieqvirus,Sieqvirus S42C7,0.023,Same Species,Autographiviridae,Caudoviricetes
